appointment_id,institution_id,seat_id,seat_level,source_index,title_verbatim,unit_name,person_id,start_date,start_precision,end_date,end_precision,end_date_suppressed,is_current,is_interim,is_interim_legacy,interim_evidence,interim_evidence_quote,interim_override,interim_override_reason,interim_diverges_from_legacy,title_is_compound,converted_to_permanent,linked_permanent_id,predecessor_appointment_id,appointment_seq,is_left_censored,last_verified_date,announcement_date,search_start_date,search_firm,is_internal_hire,source_url
US-ILLINOIS-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2023-2,US-ILLINOIS-STATE-UNIVERSITY,US-ILLINOIS-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Interim Dean,College of Education,P09095,2023-01-01,year,2025-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-ILLINOIS-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2012-1,2,FALSE,,,,,TRUE,https://news.illinoisstate.edu/2023/05/dr-todd-mcloda-named-interim-dean-of-college-of-education/
US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES-2023-5,US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA,US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES,dean,r1-education-deans.json,Dean,College of Education and Human Services,P09096,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_outruns,"Interim dean from July 22, 2023;",FALSE,,FALSE,FALSE,FALSE,,US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES-2021-4,5,FALSE,,,,,TRUE,https://www.iup.edu/news-events/news/2025/02/iup-names-reilly-as-dean-of-college-of-education-and-human-services.html
US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES-2023-6,US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA,US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES,dean,r1-education-deans.json,Dean,College of Education and Human Services,P09097,2023-01-01,year,2023-01-01,year,FALSE,FALSE,TRUE,FALSE,narrative_allocated,"departed almost immediately (Reilly named interim July 22, 2023).",FALSE,,TRUE,FALSE,FALSE,,US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES-2023-5,6,FALSE,,,,,,https://www.wccsradio.com/2023/05/26/iup-names-new-dean-for-college-of-education-and-communications/
US-LOYOLA-MARYMOUNT-UNIVERSITY-D-SCHOOL-OF-EDUCATION-2023-4,US-LOYOLA-MARYMOUNT-UNIVERSITY,US-LOYOLA-MARYMOUNT-UNIVERSITY-D-SCHOOL-OF-EDUCATION,dean,r1-education-deans.json,Interim Dean,School of Education,P09098,2023-01-01,year,2024-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-LOYOLA-MARYMOUNT-UNIVERSITY-D-SCHOOL-OF-EDUCATION-2020-3,4,FALSE,,,,,TRUE,https://newsroom.lmu.edu/administrative/roosevelt-o-shelton-named-interim-dean-of-the-lmu-school-of-education/
US-MONTCLAIR-STATE-UNIVERSITY-D-COLLEGE-FOR-EDUCATION-AND-ENGAGED-LEARNING-2023-3,US-MONTCLAIR-STATE-UNIVERSITY,US-MONTCLAIR-STATE-UNIVERSITY-D-COLLEGE-FOR-EDUCATION-AND-ENGAGED-LEARNING,dean,r1-education-deans.json,Interim Dean,College for Education and Engaged Learning,P06326,2023-01-01,year,,,FALSE,TRUE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-MONTCLAIR-STATE-UNIVERSITY-D-COLLEGE-FOR-EDUCATION-AND-ENGAGED-LEARNING-2021-2,3,FALSE,,,,,FALSE,https://www.montclair.edu/newscenter/2023/06/29/university-names-vincent-c-alfonso-interim-dean-of-the-college-for-education-and-engaged-learning/
US-NORTHERN-ILLINOIS-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2023-2,US-NORTHERN-ILLINOIS-UNIVERSITY,US-NORTHERN-ILLINOIS-UNIVERSITY-D-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Acting Dean,College of Education,P09099,2023-01-01,year,2025-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Acting Dean,FALSE,,FALSE,FALSE,FALSE,,US-NORTHERN-ILLINOIS-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2016-1,2,FALSE,,,,,TRUE,https://niutoday.info/2024/05/14/william-pitney-to-lead-college-of-education-as-acting-dean-for-a-second-year/
US-NORTHWESTERN-UNIVERSITY-D-SCHOOL-OF-EDUCATION-AND-SOCIAL-POLICY-2023-6,US-NORTHWESTERN-UNIVERSITY,US-NORTHWESTERN-UNIVERSITY-D-SCHOOL-OF-EDUCATION-AND-SOCIAL-POLICY,dean,r1-education-deans.json,Dean,School of Education and Social Policy,P09100,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-NORTHWESTERN-UNIVERSITY-D-SCHOOL-OF-EDUCATION-AND-SOCIAL-POLICY-2022-5,6,FALSE,,,,,FALSE,https://news.northwestern.edu/stories/2023/03/bryan-mckinley-jones-brayboy-named-dean-of-school-of-education-and-social-policy
US-PORTLAND-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2023-2,US-PORTLAND-STATE-UNIVERSITY,US-PORTLAND-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Interim Dean,College of Education (Graduate School of Education),P09101,2023-01-01,year,2024-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-PORTLAND-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2017-1,2,FALSE,,,,,TRUE,https://www.pdx.edu/news/maneka-brooks-named-dean-psu-college-education
US-PRAIRIE-VIEW-A-AND-M-UNIVERSITY-D-WHITLOWE-R-GREEN-COLLEGE-OF-EDUCATION-2023-2,US-PRAIRIE-VIEW-A-AND-M-UNIVERSITY,US-PRAIRIE-VIEW-A-AND-M-UNIVERSITY-D-WHITLOWE-R-GREEN-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Interim Dean,Whitlowe R. Green College of Education,P09102,2023-01-01,year,2025-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-PRAIRIE-VIEW-A-AND-M-UNIVERSITY-D-WHITLOWE-R-GREEN-COLLEGE-OF-EDUCATION-2008-1,2,FALSE,,,,,TRUE,https://theorg.com/org/prairie-view-a-m-university/org-chart/anthony-harris
US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY-D-TEACHERS-COLLEGE-2023-1,US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY,US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY-D-TEACHERS-COLLEGE,dean,r1-education-deans.json,"Provost, Dean of the College, and VP for Academic Affairs",Teachers College,P09103,2023-01-01,year,2026-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,"Provost, Dean of the College, and VP for Academic Affairs",FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,FALSE,https://www.tc.columbia.edu/articles/2023/march/tc-names-kerryann-omeara-as-its-next-vp-for-academic-affairs-provost/
US-TEMPLE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT-2023-16,US-TEMPLE-UNIVERSITY,US-TEMPLE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT,dean,r1-education-deans.json,Dean,College of Education and Human Development,P06332,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-TEMPLE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT-2022-15,16,FALSE,,,,,FALSE,https://education.temple.edu/about/our-history
US-EAST-TEXAS-A-AND-M-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES-2023-2,US-EAST-TEXAS-A-AND-M-UNIVERSITY,US-EAST-TEXAS-A-AND-M-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES,dean,r1-education-deans.json,Dean,College of Education and Human Services,P09104,2023-01-01,year,2026-07-01,month,FALSE,FALSE,FALSE,FALSE,narrative_unanchored,Interim dean Sept 2022;,FALSE,,FALSE,FALSE,FALSE,,US-EAST-TEXAS-A-AND-M-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES-2020-1,2,FALSE,,,,,FALSE,https://uafs.edu/news/2026/ray-green-appointed-provost.php
US-TOURO-UNIVERSITY-D-GRADUATE-SCHOOL-OF-EDUCATION-2023-4,US-TOURO-UNIVERSITY,US-TOURO-UNIVERSITY-D-GRADUATE-SCHOOL-OF-EDUCATION,dean,r1-education-deans.json,Dean,Graduate School of Education,P09105,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_unanchored,Interim dean Sept 2022;,FALSE,,FALSE,FALSE,FALSE,,US-TOURO-UNIVERSITY-D-GRADUATE-SCHOOL-OF-EDUCATION-2018-3,4,FALSE,,,,,TRUE,https://gse.touro.edu/news/stories/touro-university-appoints-new-dean-for-graduate-school-of-education.php
US-UNIVERSITY-OF-CALIFORNIA-BERKELEY-D-BERKELEY-SCHOOL-OF-EDUCATION-2023-11,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY-D-BERKELEY-SCHOOL-OF-EDUCATION,dean,r1-education-deans.json,Dean,Berkeley School of Education,P08170,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY-D-BERKELEY-SCHOOL-OF-EDUCATION-2021-10,11,FALSE,,,,,FALSE,https://bse.berkeley.edu/Michelle-Young-named-dean
US-UNIVERSITY-OF-CALIFORNIA-DAVIS-D-SCHOOL-OF-EDUCATION-2023-3,US-UNIVERSITY-OF-CALIFORNIA-DAVIS,US-UNIVERSITY-OF-CALIFORNIA-DAVIS-D-SCHOOL-OF-EDUCATION,dean,r1-education-deans.json,Interim Dean,School of Education,P09106,2023-01-01,year,2024-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CALIFORNIA-DAVIS-D-SCHOOL-OF-EDUCATION-2017-2,3,FALSE,,,,,TRUE,https://leadership.ucdavis.edu/news/messages/provost-messages/ching-appointed-interim-dean
US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE-D-SCHOOL-OF-EDUCATION-2023-4,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE-D-SCHOOL-OF-EDUCATION,dean,r1-education-deans.json,Dean,School of Education,P09107,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE-D-SCHOOL-OF-EDUCATION-2022-3,4,FALSE,,,,,FALSE,https://news.ucr.edu/articles/2022/07/25/new-dean-school-education-named
US-UNIVERSITY-OF-HOUSTON-D-COLLEGE-OF-EDUCATION-2023-3,US-UNIVERSITY-OF-HOUSTON,US-UNIVERSITY-OF-HOUSTON-D-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Dean,College of Education,P09108,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_unanchored,Interim dean from August 2022;,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-HOUSTON-D-COLLEGE-OF-EDUCATION-2011-2,3,FALSE,,,,,TRUE,https://www.uh.edu/provost/about/news-communications/_2023/education-dean-horn.php
US-UNIVERSITY-OF-NEW-MEXICO-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SCIENCES-2023-4,US-UNIVERSITY-OF-NEW-MEXICO,US-UNIVERSITY-OF-NEW-MEXICO-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SCIENCES,dean,r1-education-deans.json,Dean,College of Education and Human Sciences,P09109,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_unanchored,Interim dean from Dec 2022;,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NEW-MEXICO-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SCIENCES-2020-3,4,FALSE,,,,,,https://news.unm.edu/news/goodrich-named-dean-of-the-unm-college-of-education-and-human-sciences
US-UNIVERSITY-OF-NORTH-CAROLINA-WILMINGTON-D-WATSON-COLLEGE-OF-EDUCATION-2023-6,US-UNIVERSITY-OF-NORTH-CAROLINA-WILMINGTON,US-UNIVERSITY-OF-NORTH-CAROLINA-WILMINGTON-D-WATSON-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Interim Dean,Watson College of Education,P09110,2023-01-01,year,2024-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NORTH-CAROLINA-WILMINGTON-D-WATSON-COLLEGE-OF-EDUCATION-2015-5,6,FALSE,,,,,TRUE,https://uncw.edu/news/2023/06/uncw-announces-new-leadership-at-watson-college-of-education
US-UNIVERSITY-OF-PENNSYLVANIA-D-GRADUATE-SCHOOL-OF-EDUCATION-2023-4,US-UNIVERSITY-OF-PENNSYLVANIA,US-UNIVERSITY-OF-PENNSYLVANIA-D-GRADUATE-SCHOOL-OF-EDUCATION,dean,r1-education-deans.json,Dean,Graduate School of Education (Penn GSE),P09111,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-PENNSYLVANIA-D-GRADUATE-SCHOOL-OF-EDUCATION-2015-3,4,FALSE,,,,,FALSE,https://www.gse.upenn.edu/news/katharine-o-strunk-named-dean-penns-top-ranked-graduate-school-education
US-UNIVERSITY-OF-PITTSBURGH-D-SCHOOL-OF-EDUCATION-2023-3,US-UNIVERSITY-OF-PITTSBURGH,US-UNIVERSITY-OF-PITTSBURGH-D-SCHOOL-OF-EDUCATION,dean,r1-education-deans.json,Dean (Renee and Richard Goldman Dean),School of Education,P09112,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_outruns,Interim dean from Aug 2023;,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-PITTSBURGH-D-SCHOOL-OF-EDUCATION-2017-2,3,FALSE,,,,,FALSE,https://www.education.pitt.edu/eboni-m-zamani-gallaher-appointed-dean-of-school-of-education/
US-UNIVERSITY-OF-RHODE-ISLAND-D-ALAN-SHAWN-FEINSTEIN-COLLEGE-OF-EDUCATION-AND-PR-2023-1,US-UNIVERSITY-OF-RHODE-ISLAND,US-UNIVERSITY-OF-RHODE-ISLAND-D-ALAN-SHAWN-FEINSTEIN-COLLEGE-OF-EDUCATION-AND-PR,dean,r1-education-deans.json,Dean,Alan Shawn Feinstein College of Education and Professional Studies,P09113,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_unanchored,Interim dean July 2021;,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://www.uri.edu/news/2023/01/uri-names-danielle-dennis-dean-of-feinstein-college-of-education-and-professional-studies/
US-UNIVERSITY-OF-UTAH-D-COLLEGE-OF-EDUCATION-2023-4,US-UNIVERSITY-OF-UTAH,US-UNIVERSITY-OF-UTAH-D-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Dean,College of Education,P09114,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_two_appointments,"Interim dean Feb-May 2023, appointed permanent dean May 3, 2023.",FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-UTAH-D-COLLEGE-OF-EDUCATION-2020-3,4,FALSE,,,,,TRUE,https://education.utah.edu/about/meet-the-dean.php
US-UNIVERSITY-OF-VERMONT-D-COLLEGE-OF-EDUCATION-AND-SOCIAL-SERVICES-2023-2,US-UNIVERSITY-OF-VERMONT,US-UNIVERSITY-OF-VERMONT-D-COLLEGE-OF-EDUCATION-AND-SOCIAL-SERVICES,dean,r1-education-deans.json,Dean,College of Education and Social Services,P09115,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,narrative_unanchored,Interim dean from July 2021;,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-VERMONT-D-COLLEGE-OF-EDUCATION-AND-SOCIAL-SERVICES-2016-1,2,FALSE,,,,,,https://www.uvm.edu/cess/news/uvm-appoints-katharine-shepherd-dean-college-education-and-social-services
US-UNIVERSITY-OF-THE-PACIFIC-D-BENERD-COLLEGE-2023-2,US-UNIVERSITY-OF-THE-PACIFIC,US-UNIVERSITY-OF-THE-PACIFIC-D-BENERD-COLLEGE,dean,r1-education-deans.json,Dean,Benerd College,P09116,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-THE-PACIFIC-D-BENERD-COLLEGE-2005-1,2,FALSE,,,,,FALSE,https://www.pacific.edu/campus-directory/patricia-campbell
US-WAYNE-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2023-19,US-WAYNE-STATE-UNIVERSITY,US-WAYNE-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Dean,College of Education,P08451,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-WAYNE-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-2022-18,19,FALSE,,,,,FALSE,https://education.wayne.edu/about/history
US-WESTERN-MICHIGAN-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT-2023-5,US-WESTERN-MICHIGAN-UNIVERSITY,US-WESTERN-MICHIGAN-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT,dean,r1-education-deans.json,Dean,College of Education and Human Development,P09117,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-WESTERN-MICHIGAN-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT-2022-4,5,FALSE,,,,,FALSE,https://wmich.edu/news/2023/03/71159
US-CARNEGIE-MELLON-UNIVERSITY-D-MELLON-COLLEGE-OF-SCIENCE-2023-2,US-CARNEGIE-MELLON-UNIVERSITY,US-CARNEGIE-MELLON-UNIVERSITY-D-MELLON-COLLEGE-OF-SCIENCE,dean,r1-arts-deans.json,Interim Dean,Mellon College of Science,P09118,2023-01-01,year,2025-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-CARNEGIE-MELLON-UNIVERSITY-D-MELLON-COLLEGE-OF-SCIENCE-2016-1,2,FALSE,,,,,,https://www.cmu.edu/news/stories/archives/2024/september/barbara-shinn-cunningham-named-mellon-college-of-science-dean
US-CASE-WESTERN-RESERVE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES-2023-6,US-CASE-WESTERN-RESERVE-UNIVERSITY,US-CASE-WESTERN-RESERVE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Interim Dean,College of Arts and Sciences,P09119,2023-01-01,year,2024-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-CASE-WESTERN-RESERVE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES-2020-5,6,FALSE,,,,,,https://case.edu/provost/peter-whiting-named-interim-dean-cwrus-college-arts-and-sciences
US-CLEMSON-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-HUMANITIES-2023-1,US-CLEMSON-UNIVERSITY,US-CLEMSON-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-HUMANITIES,dean,r1-arts-deans.json,Dean,College of Arts and Humanities,P08218,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://news.clemson.edu/nicholas-vazsonyi-named-dean-of-the-college-of-architecture-arts-and-humanities-at-clemson/
US-COLLEGE-OF-CHARLESTON-D-SCHOOL-OF-LANGUAGES-CULTURES-AND-WORLD-AFFAIRS-2023-1,US-COLLEGE-OF-CHARLESTON,US-COLLEGE-OF-CHARLESTON-D-SCHOOL-OF-LANGUAGES-CULTURES-AND-WORLD-AFFAIRS,dean,r1-arts-deans.json,Dean,"School of Languages, Cultures, and World Affairs",P09120,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,FALSE,https://today.cofc.edu/2023/04/18/cofc-names-new-dean-of-the-school-of-languages-cultures-and-world-affairs/
US-COLLEGE-OF-WILLIAM-AND-MARY-D-COLLEGE-OF-ARTS-AND-SCIENCES-2023-22,US-COLLEGE-OF-WILLIAM-AND-MARY,US-COLLEGE-OF-WILLIAM-AND-MARY-D-COLLEGE-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Dean,College of Arts & Sciences (Faculty of Arts and Sciences),P09121,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-COLLEGE-OF-WILLIAM-AND-MARY-D-COLLEGE-OF-ARTS-AND-SCIENCES-2020-21,22,FALSE,,,,,,https://www.wm.edu/as/about/deans-office/leadership-staff/
US-CORNELL-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES-2023-5,US-CORNELL-UNIVERSITY,US-CORNELL-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Interim Dean,College of Arts and Sciences,P09122,2023-01-01,year,2024-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-CORNELL-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES-2018-4,5,FALSE,,,,,TRUE,https://as.cornell.edu/about/leadership
US-DUKE-UNIVERSITY-D-TRINITY-COLLEGE-OF-ARTS-AND-SCIENCES-2023-6,US-DUKE-UNIVERSITY,US-DUKE-UNIVERSITY-D-TRINITY-COLLEGE-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Dean,Trinity College of Arts and Sciences,P09123,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-DUKE-UNIVERSITY-D-TRINITY-COLLEGE-OF-ARTS-AND-SCIENCES-2022-5,6,FALSE,,,,,TRUE,https://today.duke.edu/2022/11/bennett-appointed-dean-trinity-college-arts-sciences
US-EMORY-UNIVERSITY-D-EMORY-COLLEGE-OF-ARTS-AND-SCIENCES-2023-6,US-EMORY-UNIVERSITY,US-EMORY-UNIVERSITY-D-EMORY-COLLEGE-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Dean,Emory College of Arts and Sciences,P08220,2023-01-01,year,2026-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-EMORY-UNIVERSITY-D-EMORY-COLLEGE-OF-ARTS-AND-SCIENCES-2022-5,6,FALSE,,,,,,https://news.emory.edu/stories/2023/04/er_krauthamer_dean_25-04-2023/story.html
US-HARVARD-UNIVERSITY-D-FACULTY-OF-ARTS-AND-SCIENCES-2023-9,US-HARVARD-UNIVERSITY,US-HARVARD-UNIVERSITY-D-FACULTY-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Dean,Faculty of Arts and Sciences,P09124,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-HARVARD-UNIVERSITY-D-FACULTY-OF-ARTS-AND-SCIENCES-2018-8,9,FALSE,,,,,,https://www.fas.harvard.edu/about-dean-hoekstra
US-HARVARD-UNIVERSITY-D-FACULTY-OF-ARTS-AND-SCIENCES-2023-10,US-HARVARD-UNIVERSITY,US-HARVARD-UNIVERSITY-D-FACULTY-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Interim Dean,Faculty of Arts and Sciences,P09125,2023-01-01,year,2023-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-HARVARD-UNIVERSITY-D-FACULTY-OF-ARTS-AND-SCIENCES-2023-9,10,FALSE,,,,,TRUE,https://askarc.hul.harvard.edu/faq/380665
US-LOYOLA-UNIVERSITY-MARYLAND-D-LOYOLA-COLLEGE-OF-ARTS-AND-SCIENCES-2023-1,US-LOYOLA-UNIVERSITY-MARYLAND,US-LOYOLA-UNIVERSITY-MARYLAND-D-LOYOLA-COLLEGE-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Interim Dean,Loyola College of Arts and Sciences,P09126,2023-01-01,year,2024-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,TRUE,US-LOYOLA-UNIVERSITY-MARYLAND-D-LOYOLA-COLLEGE-OF-ARTS-AND-SCIENCES-2024-2,,1,TRUE,,,,,,https://www.loyola.edu/news/2023/0810-interim-dean.html
US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-SOCIAL-SCIENCE-2023-5,US-MICHIGAN-STATE-UNIVERSITY,US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-SOCIAL-SCIENCE,dean,r1-arts-deans.json,Dean,College of Social Science,P09127,2023-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-SOCIAL-SCIENCE-2020-4,5,FALSE,,,,,TRUE,https://msutoday.msu.edu/news/2023/06/brent-donnellan-recommended-as-dean-college-of-socialscience
US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-SCIENCES-2023-4,US-NORTH-CAROLINA-STATE-UNIVERSITY,US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-SCIENCES,dean,r1-arts-deans.json,Interim Dean,College of Sciences,P09128,2023-01-01,year,2023-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Interim Dean,FALSE,,FALSE,FALSE,FALSE,,US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-SCIENCES-2017-3,4,FALSE,,,,,,https://provost.ncsu.edu/about/academic-leadership/administrator-searches/search-for-dean-college-of-sciences/
