seat_id,institution_id,seat_level,unit_type,canonical_name,reports_to,reports_to_source_url,reports_to_year_observed,created_year,dissolved_year,predecessor_seat_id
US-UNIVERSITY-OF-HAWAII-MANOA-PROVOST,US-UNIVERSITY-OF-HAWAII-MANOA,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-NEW-MEXICO-D-ANDERSON-SCHOOL-OF-MANAGEMENT,US-UNIVERSITY-OF-NEW-MEXICO,dean,business,Anderson School of Management,,,,,,
US-UNIVERSITY-OF-NORTH-DAKOTA-D-UNIVERSITY-OF-NORTH-DAKOTA-SCHOOL-OF-MEDICINE-AN,US-UNIVERSITY-OF-NORTH-DAKOTA,dean,medicine,University of North Dakota School of Medicine and Health Sciences,,,,,,
US-LOUISIANA-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING,US-LOUISIANA-STATE-UNIVERSITY,dean,engineering,College of Engineering,,,,,,
US-UNIVERSITY-OF-NORTH-DAKOTA-D-COLLEGE-OF-ENGINEERING-AND-MINES,US-UNIVERSITY-OF-NORTH-DAKOTA,dean,engineering,College of Engineering and Mines,,,,,,
US-UNIVERSITY-OF-TEXAS-SAN-ANTONIO-D-COLLEGE-OF-ENGINEERING-AND-INTEGRATED-DESIGN,US-UNIVERSITY-OF-TEXAS-SAN-ANTONIO,dean,engineering,College of Engineering and Integrated Design,,,,,,
US-DYOUVILLE-UNIVERSITY-D-PATRICIA-H-GARMAN-SCHOOL-OF-NURSING,US-DYOUVILLE-UNIVERSITY,dean,nursing,Patricia H. Garman School of Nursing,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-DAVIS-D-BETTY-IRENE-MOORE-SCHOOL-OF-NURSING,US-UNIVERSITY-OF-CALIFORNIA-DAVIS,dean,nursing,Betty Irene Moore School of Nursing,,,,,,
US-UNIVERSITY-OF-MASSACHUSETTS-GLOBAL-D-MARYBELLE-AND-S-PAUL-MUSCO-SCHOOL-OF-NURSING-AND,US-UNIVERSITY-OF-MASSACHUSETTS-GLOBAL,dean,nursing,Marybelle and S. Paul Musco School of Nursing and Health Professions,,,,,,
US-UNIVERSITY-OF-ST-THOMAS-HOUSTON-D-CAROL-AND-ODIS-PEAVY-SCHOOL-OF-NURSING,US-UNIVERSITY-OF-ST-THOMAS-HOUSTON,dean,nursing,Carol and Odis Peavy School of Nursing,,,,,,
US-KENT-STATE-UNIVERSITY-D-COLLEGE-OF-PUBLIC-HEALTH,US-KENT-STATE-UNIVERSITY,dean,public_health,College of Public Health,,,,,,
US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST-D-SCHOOL-OF-PUBLIC-HEALTH-AND-HEALTH-SCIENCES,US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST,dean,public_health,School of Public Health and Health Sciences,,,,,,
US-ADELPHI-UNIVERSITY-D-RUTH-S-AMMON-COLLEGE-OF-EDUCATION-AND-HEALTH-SCI,US-ADELPHI-UNIVERSITY,dean,education,Ruth S. Ammon College of Education and Health Sciences,,,,1896,,
US-UNIVERSITY-ALBANY-SUNY-D-SCHOOL-OF-EDUCATION,US-UNIVERSITY-ALBANY-SUNY,dean,education,School of Education,,,,,,
US-OHIO-STATE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-OHIO-STATE-UNIVERSITY,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-PRINCETON-UNIVERSITY-D-SCHOOL-OF-PUBLIC-AND-INTERNATIONAL-AFFAIRS,US-PRINCETON-UNIVERSITY,dean,arts_sciences,School of Public and International Affairs,,,,,,
US-GRAND-VALLEY-STATE-UNIVERSITY-D-PEW-FACULTY-TEACHING-AND-LEARNING-CENTER,US-GRAND-VALLEY-STATE-UNIVERSITY,dean,arts_sciences,Pew Faculty Teaching and Learning Center,,,,,,
US-MISSOURI-STATE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-MISSOURI-STATE-UNIVERSITY,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-FLORIDA-STATE-UNIVERSITY-D-COLLEGE-OF-COMMUNICATION-AND-INFORMATION,US-FLORIDA-STATE-UNIVERSITY,dean,creative_arts,College of Communication and Information,,,,,,
US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-COMMUNICATION-ARTS-AND-SCIENCES,US-MICHIGAN-STATE-UNIVERSITY,dean,creative_arts,College of Communication Arts and Sciences,,,,,,
US-TEMPLE-UNIVERSITY-D-TYLER-SCHOOL-OF-ART-AND-ARCHITECTURE,US-TEMPLE-UNIVERSITY,dean,creative_arts,Tyler School of Art and Architecture,,,,,,
US-UNIVERSITY-OF-WASHINGTON-D-COLLEGE-OF-BUILT-ENVIRONMENTS,US-UNIVERSITY-OF-WASHINGTON,dean,creative_arts,College of Built Environments,,,,,,
US-CLEMSON-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE-FORESTRY-AND-LIFE-SCIENCE,US-CLEMSON-UNIVERSITY,dean,agriculture,"College of Agriculture, Forestry and Life Sciences",,,,,,
US-COLORADO-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURAL-SCIENCES,US-COLORADO-STATE-UNIVERSITY,dean,agriculture,College of Agricultural Sciences,,,,,,
US-UNIVERSITY-OF-HOUSTON-D-COLLEGE-OF-PHARMACY,US-UNIVERSITY-OF-HOUSTON,dean,pharmacy,College of Pharmacy,,,,,,
US-UNIVERSITY-OF-COLORADO-DENVER-D-GRADUATE-SCHOOL,US-UNIVERSITY-OF-COLORADO-DENVER,dean,graduate,Graduate School,,,,,,
US-BOISE-STATE-UNIVERSITY-PROVOST,US-BOISE-STATE-UNIVERSITY,provost,central,Office of the Provost,,,,1932,,
US-UNIVERSITY-OF-TEXAS-SAN-ANTONIO-PROVOST,US-UNIVERSITY-OF-TEXAS-SAN-ANTONIO,provost,central,Office of the Provost and Executive Vice President for Academic Affairs,,,,,,
US-VIRGINIA-COMMONWEALTH-UNIVERSITY-D-SCHOOL-OF-BUSINESS,US-VIRGINIA-COMMONWEALTH-UNIVERSITY,dean,business,School of Business,,,,,,
US-UNIVERSITY-OF-ALABAMA-HUNTSVILLE-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-ALABAMA-HUNTSVILLE,dean,engineering,College of Engineering,,,,1950,,
US-UNIVERSITY-OF-IOWA-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-IOWA,dean,engineering,College of Engineering,,,,,,
US-CAPELLA-UNIVERSITY-D-SCHOOL-OF-NURSING-AND-HEALTH-SCIENCES,US-CAPELLA-UNIVERSITY,dean,nursing,School of Nursing and Health Sciences,,,,1993,,
US-GEORGE-WASHINGTON-UNIVERSITY-D-SCHOOL-OF-NURSING,US-GEORGE-WASHINGTON-UNIVERSITY,dean,nursing,School of Nursing,,,,,,
US-WASHINGTON-STATE-UNIVERSITY-D-COLLEGE-OF-NURSING,US-WASHINGTON-STATE-UNIVERSITY,dean,nursing,College of Nursing,,,,,,
US-GEORGIA-SOUTHERN-UNIVERSITY-D-COLLEGE-OF-EDUCATION,US-GEORGIA-SOUTHERN-UNIVERSITY,dean,education,College of Education,,,,1906,,
US-RUSSELL-SAGE-COLLEGE-D-ESTEVES-SCHOOL-OF-EDUCATION,US-RUSSELL-SAGE-COLLEGE,dean,education,Esteves School of Education,,,,1916,,
US-UNIVERSITY-OF-MASSACHUSETTS-GLOBAL-D-SCHOOL-OF-EDUCATION,US-UNIVERSITY-OF-MASSACHUSETTS-GLOBAL,dean,education,School of Education,,,,,,
US-UTAH-STATE-UNIVERSITY-D-EMMA-ECCLES-JONES-COLLEGE-OF-EDUCATION-HEALTH-AN,US-UTAH-STATE-UNIVERSITY,dean,education,"Emma Eccles Jones College of Education, Health, and Human Sciences",,,,,,
US-COLORADO-STATE-UNIVERSITY-D-COLLEGE-OF-NATURAL-SCIENCES,US-COLORADO-STATE-UNIVERSITY,dean,arts_sciences,College of Natural Sciences,,,,,,
US-DARTMOUTH-COLLEGE-D-FACULTY-OF-ARTS-AND-SCIENCES,US-DARTMOUTH-COLLEGE,dean,arts_sciences,Faculty of Arts and Sciences,,,,,,
US-NORTHEASTERN-UNIVERSITY-D-COLLEGE-OF-SCIENCE,US-NORTHEASTERN-UNIVERSITY,dean,arts_sciences,College of Science,,,,,,
US-PURDUE-UNIVERSITY-D-COLLEGE-OF-LIBERAL-ARTS,US-PURDUE-UNIVERSITY,dean,arts_sciences,College of Liberal Arts,,,,,,
US-STEVENS-INSTITUTE-OF-TECHNOLOGY-D-SCHOOL-OF-HUMANITIES-ARTS-AND-SOCIAL-SCIENCES,US-STEVENS-INSTITUTE-OF-TECHNOLOGY,dean,arts_sciences,"School of Humanities, Arts and Social Sciences (formerly College of Arts and Letters)",,,,1870,,
US-TEXAS-TECH-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-TEXAS-TECH-UNIVERSITY,dean,arts_sciences,College of Arts & Sciences,,,,,,
US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-UNIVERSITY-OF-HOUSTON-D-COLLEGE-OF-LIBERAL-ARTS-AND-SOCIAL-SCIENCES,US-UNIVERSITY-OF-HOUSTON,dean,arts_sciences,College of Liberal Arts and Social Sciences,,,,,,
US-UNIVERSITY-OF-ILLINOIS-CHICAGO-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES,US-UNIVERSITY-OF-ILLINOIS-CHICAGO,dean,arts_sciences,College of Liberal Arts and Sciences,,,,,,
US-NORTHEASTERN-UNIVERSITY-D-COLLEGE-OF-ARTS-MEDIA-AND-DESIGN,US-NORTHEASTERN-UNIVERSITY,dean,arts_sciences,"College of Arts, Media and Design",,,,,,
US-MIDDLE-TENNESSEE-STATE-UNIVERSITY-D-COLLEGE-OF-LIBERAL-ARTS,US-MIDDLE-TENNESSEE-STATE-UNIVERSITY,dean,arts_sciences,College of Liberal Arts,,,,1911,,
US-UNIVERSITY-OF-ARIZONA-D-COLLEGE-OF-FINE-ARTS,US-UNIVERSITY-OF-ARIZONA,dean,creative_arts,College of Fine Arts,,,,,,
US-UNIVERSITY-OF-NEBRASKA-LINCOLN-D-COLLEGE-OF-JOURNALISM-AND-MASS-COMMUNICATIONS,US-UNIVERSITY-OF-NEBRASKA-LINCOLN,dean,creative_arts,College of Journalism and Mass Communications,,,,,,
US-UNIVERSITY-OF-RHODE-ISLAND-D-COLLEGE-OF-THE-ENVIRONMENT-AND-LIFE-SCIENCES,US-UNIVERSITY-OF-RHODE-ISLAND,dean,agriculture,College of the Environment and Life Sciences,,,,,,
US-CONCORDIA-UNIVERSITY-WISCONSIN-D-SCHOOL-OF-PHARMACY,US-CONCORDIA-UNIVERSITY-WISCONSIN,dean,pharmacy,School of Pharmacy,,,,,,
US-DYOUVILLE-UNIVERSITY-D-SCHOOL-OF-PHARMACY,US-DYOUVILLE-UNIVERSITY,dean,pharmacy,School of Pharmacy,,,,,,
US-MARSHALL-UNIVERSITY-D-SCHOOL-OF-PHARMACY,US-MARSHALL-UNIVERSITY,dean,pharmacy,School of Pharmacy,,,,1837,,
US-UNIVERSITY-OF-LOUISIANA-MONROE-D-COLLEGE-OF-PHARMACY,US-UNIVERSITY-OF-LOUISIANA-MONROE,dean,pharmacy,College of Pharmacy,,,,,,
US-LINCOLN-MEMORIAL-UNIVERSITY-D-RICHARD-A-GILLESPIE-COLLEGE-OF-VETERINARY-MEDICI,US-LINCOLN-MEMORIAL-UNIVERSITY,dean,veterinary,Richard A. Gillespie College of Veterinary Medicine,,,,,,
US-UNIVERSITY-OF-HAWAII-MANOA-D-GRADUATE-SCHOOL,US-UNIVERSITY-OF-HAWAII-MANOA,dean,graduate,Graduate School,,,,,,
US-UNIVERSITY-OF-TEXAS-EL-PASO-PROVOST,US-UNIVERSITY-OF-TEXAS-EL-PASO,provost,central,Office of the Provost and Vice President for Academic Affairs,,,,,,
US-TUFTS-UNIVERSITY-D-FLETCHER-SCHOOL,US-TUFTS-UNIVERSITY,dean,business,Fletcher School,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE-D-A-GARY-ANDERSON-GRADUATE-SCHOOL-OF-MANAGEMENT,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE,dean,business,A. Gary Anderson Graduate School of Management,,,,,,
US-UNIVERSITY-OF-MIAMI-D-MIAMI-HERBERT-BUSINESS-SCHOOL,US-UNIVERSITY-OF-MIAMI,dean,business,Miami Herbert Business School,,,,,,
US-UNIVERSITY-OF-VERMONT-D-GROSSMAN-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-VERMONT,dean,business,Grossman School of Business,,,,,,
US-OKLAHOMA-STATE-UNIVERSITY-D-OKLAHOMA-STATE-UNIVERSITY-COLLEGE-OF-OSTEOPATHIC,US-OKLAHOMA-STATE-UNIVERSITY,dean,medicine,Oklahoma State University College of Osteopathic Medicine,,,,,,
US-COLORADO-SCHOOL-OF-MINES-D-COLLEGE-OF-ENGINEERING-AND-COMPUTATIONAL-SCIENCE,US-COLORADO-SCHOOL-OF-MINES,dean,engineering,College of Engineering and Computational Sciences,,,,,,
US-WAYNE-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING,US-WAYNE-STATE-UNIVERSITY,dean,engineering,College of Engineering,,,,,,
US-HUNTER-COLLEGE-D-HUNTER-BELLEVUE-SCHOOL-OF-NURSING,US-HUNTER-COLLEGE,dean,nursing,Hunter-Bellevue School of Nursing,,,,1870,,
US-QUINNIPIAC-UNIVERSITY-D-SCHOOL-OF-NURSING,US-QUINNIPIAC-UNIVERSITY,dean,nursing,School of Nursing,,,,,,
US-RUTGERS-UNIVERSITY-CAMDEN-D-SCHOOL-OF-NURSING-CAMDEN,US-RUTGERS-UNIVERSITY-CAMDEN,dean,nursing,School of Nursing-Camden,,,,1926,,
US-UNIVERSITY-OF-NORTH-DAKOTA-D-COLLEGE-OF-NURSING-AND-PROFESSIONAL-DISCIPLINES,US-UNIVERSITY-OF-NORTH-DAKOTA,dean,nursing,College of Nursing & Professional Disciplines,,,,,,
US-WALSH-UNIVERSITY-D-GARY-AND-LINDA-BYERS-SCHOOL-OF-NURSING,US-WALSH-UNIVERSITY,dean,nursing,Gary and Linda Byers School of Nursing,,,,,,
US-AZUSA-PACIFIC-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-BEHAVIORAL-SCIENCES,US-AZUSA-PACIFIC-UNIVERSITY,dean,education,College of Education and Behavioral Sciences (School of Education),,,,1899,,
US-EASTERN-MICHIGAN-UNIVERSITY-D-COLLEGE-OF-EDUCATION,US-EASTERN-MICHIGAN-UNIVERSITY,dean,education,College of Education,,,,1849,,
US-GARDNER-WEBB-UNIVERSITY-D-COLLEGE-OF-EDUCATION,US-GARDNER-WEBB-UNIVERSITY,dean,education,College of Education,,,,,,
US-LESLEY-UNIVERSITY-D-GRADUATE-SCHOOL-OF-EDUCATION,US-LESLEY-UNIVERSITY,dean,education,Graduate School of Education,,,,,,
US-UNIVERSITY-OF-COLORADO-COLORADO-SPRINGS-D-COLLEGE-OF-EDUCATION,US-UNIVERSITY-OF-COLORADO-COLORADO-SPRINGS,dean,education,College of Education,,,,1965,,
US-UNIVERSITY-OF-SOUTH-CAROLINA-D-COLLEGE-OF-EDUCATION,US-UNIVERSITY-OF-SOUTH-CAROLINA,dean,education,College of Education,,,,,,
US-BRIGHAM-YOUNG-UNIVERSITY-D-COLLEGE-OF-FAMILY-HOME-AND-SOCIAL-SCIENCES,US-BRIGHAM-YOUNG-UNIVERSITY,dean,arts_sciences,"College of Family, Home, and Social Sciences",,,,,,
US-LOUISIANA-STATE-UNIVERSITY-D-COLLEGE-OF-HUMANITIES-AND-SOCIAL-SCIENCES,US-LOUISIANA-STATE-UNIVERSITY,dean,arts_sciences,College of Humanities & Social Sciences,,,,,,
US-NEW-YORK-UNIVERSITY-D-FACULTY-OF-ARTS-AND-SCIENCE,US-NEW-YORK-UNIVERSITY,dean,arts_sciences,Faculty of Arts and Science,,,,,,
US-NORTHEASTERN-UNIVERSITY-D-COLLEGE-OF-SOCIAL-SCIENCES-AND-HUMANITIES,US-NORTHEASTERN-UNIVERSITY,dean,arts_sciences,College of Social Sciences and Humanities,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ-D-DIVISION-OF-HUMANITIES,US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ,dean,arts_sciences,Division of Humanities,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ-D-DIVISION-OF-PHYSICAL-AND-BIOLOGICAL-SCIENCES,US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ,dean,arts_sciences,Division of Physical & Biological Sciences,,,,,,
US-UNIVERSITY-OF-CENTRAL-FLORIDA-D-COLLEGE-OF-SCIENCES,US-UNIVERSITY-OF-CENTRAL-FLORIDA,dean,arts_sciences,College of Sciences,,,,,,
US-UNIVERSITY-OF-GEORGIA-D-FRANKLIN-COLLEGE-OF-ARTS-AND-SCIENCES,US-UNIVERSITY-OF-GEORGIA,dean,arts_sciences,Franklin College of Arts and Sciences,,,,,,
US-UNIVERSITY-OF-NEW-MEXICO-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-UNIVERSITY-OF-NEW-MEXICO,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-UNIVERSITY-OF-TEXAS-EL-PASO-D-COLLEGE-OF-LIBERAL-ARTS,US-UNIVERSITY-OF-TEXAS-EL-PASO,dean,arts_sciences,College of Liberal Arts,,,,,,
US-CLEMSON-UNIVERSITY-D-COLLEGE-OF-ARCHITECTURE-ARTS-AND-HUMANITIES,US-CLEMSON-UNIVERSITY,dean,arts_sciences,"College of Architecture, Arts and Humanities",,,,,,
US-UNIVERSITY-OF-CINCINNATI-D-COLLEGE-CONSERVATORY-OF-MUSIC,US-UNIVERSITY-OF-CINCINNATI,dean,creative_arts,College-Conservatory of Music,,,,,,
US-VIRGINIA-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE,US-VIRGINIA-STATE-UNIVERSITY,dean,agriculture,College of Agriculture,,,,1882,,
US-UNIVERSITY-OF-SOUTH-FLORIDA-D-TANEJA-COLLEGE-OF-PHARMACY,US-UNIVERSITY-OF-SOUTH-FLORIDA,dean,pharmacy,Taneja College of Pharmacy,,,,,,
US-UNIVERSITY-OF-OREGON-D-DIVISION-OF-GRADUATE-STUDIES,US-UNIVERSITY-OF-OREGON,dean,graduate,Division of Graduate Studies,,,,,,
US-CASE-WESTERN-RESERVE-UNIVERSITY-D-WEATHERHEAD-SCHOOL-OF-MANAGEMENT,US-CASE-WESTERN-RESERVE-UNIVERSITY,dean,business,Weatherhead School of Management,,,,,,
US-UNIVERSITY-OF-SOUTH-FLORIDA-D-MUMA-COLLEGE-OF-BUSINESS,US-UNIVERSITY-OF-SOUTH-FLORIDA,dean,business,Muma College of Business,,,,,,
US-HAMPTON-UNIVERSITY-D-SCHOOL-OF-NURSING,US-HAMPTON-UNIVERSITY,dean,nursing,School of Nursing,,,,,,
US-LA-SALLE-UNIVERSITY-D-SCHOOL-OF-NURSING-AND-HEALTH-SCIENCES,US-LA-SALLE-UNIVERSITY,dean,nursing,School of Nursing and Health Sciences,,,,,,
US-SHENANDOAH-UNIVERSITY-D-ELEANOR-WADE-CUSTER-SCHOOL-OF-NURSING,US-SHENANDOAH-UNIVERSITY,dean,nursing,Eleanor Wade Custer School of Nursing,,,,1875,,
US-WILMINGTON-UNIVERSITY-D-COLLEGE-OF-NURSING-AND-HEALTH-SCIENCES,US-WILMINGTON-UNIVERSITY,dean,nursing,College of Nursing and Health Sciences,,,,,,
US-FLORIDA-INTERNATIONAL-UNIVERSITY-D-ROBERT-STEMPEL-COLLEGE-OF-PUBLIC-HEALTH-AND-SOCI,US-FLORIDA-INTERNATIONAL-UNIVERSITY,dean,public_health,Robert Stempel College of Public Health & Social Work,,,,,,
US-INDIANA-UNIVERSITY-BLOOMINGTON-D-SCHOOL-OF-PUBLIC-HEALTH-BLOOMINGTON,US-INDIANA-UNIVERSITY-BLOOMINGTON,dean,public_health,School of Public Health-Bloomington,,,,,,
US-NEW-YORK-UNIVERSITY-D-SCHOOL-OF-GLOBAL-PUBLIC-HEALTH,US-NEW-YORK-UNIVERSITY,dean,public_health,School of Global Public Health,,,,,,
US-CENTRAL-MICHIGAN-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-SERVICES,US-CENTRAL-MICHIGAN-UNIVERSITY,dean,education,College of Education and Human Services,,,,1892,,
US-ILLINOIS-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION,US-ILLINOIS-STATE-UNIVERSITY,dean,education,College of Education,,,,1857,,
US-SANTA-CLARA-UNIVERSITY-D-SCHOOL-OF-EDUCATION-AND-COUNSELING-PSYCHOLOGY,US-SANTA-CLARA-UNIVERSITY,dean,education,School of Education and Counseling Psychology,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-IRVINE-D-SCHOOL-OF-EDUCATION,US-UNIVERSITY-OF-CALIFORNIA-IRVINE,dean,education,School of Education,,,,,,
US-UNIVERSITY-OF-COLORADO-DENVER-D-SCHOOL-OF-EDUCATION-AND-HUMAN-DEVELOPMENT,US-UNIVERSITY-OF-COLORADO-DENVER,dean,education,School of Education and Human Development,,,,,,
US-WESTERN-MICHIGAN-UNIVERSITY-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT,US-WESTERN-MICHIGAN-UNIVERSITY,dean,education,College of Education and Human Development,,,,1903,,
US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES,US-IOWA-STATE-UNIVERSITY,dean,arts_sciences,College of Liberal Arts and Sciences,,,,,,
US-LOUISIANA-STATE-UNIVERSITY-D-COLLEGE-OF-SCIENCE,US-LOUISIANA-STATE-UNIVERSITY,dean,arts_sciences,College of Science,,,,,,
US-MIAMI-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCE,US-MIAMI-UNIVERSITY,dean,arts_sciences,College of Arts and Science,,,,1809,,
US-RENSSELAER-POLYTECHNIC-INSTITUTE-D-SCHOOL-OF-HUMANITIES-ARTS-AND-SOCIAL-SCIENCES,US-RENSSELAER-POLYTECHNIC-INSTITUTE,dean,arts_sciences,"School of Humanities, Arts, and Social Sciences",,,,,,
US-TEXAS-CHRISTIAN-UNIVERSITY-D-COLLEGE-OF-SCIENCE-AND-ENGINEERING,US-TEXAS-CHRISTIAN-UNIVERSITY,dean,arts_sciences,College of Science & Engineering,,,,1873,,
US-UNIVERSITY-OF-COLORADO-BOULDER-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-UNIVERSITY-OF-COLORADO-BOULDER,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-UNIVERSITY-OF-HAWAII-MANOA-D-COLLEGE-OF-SOCIAL-SCIENCES,US-UNIVERSITY-OF-HAWAII-MANOA,dean,arts_sciences,College of Social Sciences,,,,,,
US-UNIVERSITY-OF-OREGON-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-UNIVERSITY-OF-OREGON,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-WASHINGTON-STATE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-WASHINGTON-STATE-UNIVERSITY,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-WAYNE-STATE-UNIVERSITY-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES,US-WAYNE-STATE-UNIVERSITY,dean,arts_sciences,College of Liberal Arts and Sciences,,,,,,
US-UNIVERSITY-OF-HAWAII-MANOA-D-COLLEGE-OF-ARTS-LANGUAGES-AND-LETTERS,US-UNIVERSITY-OF-HAWAII-MANOA,dean,arts_sciences,"College of Arts, Languages & Letters (successor to the former College of Arts and Sciences)",,,,,,
US-UNIVERSITY-OF-HAWAII-HILO-D-COLLEGE-OF-AGRICULTURE-FORESTRY-AND-NATURAL-RESO,US-UNIVERSITY-OF-HAWAII-HILO,dean,agriculture,"College of Agriculture, Forestry and Natural Resource Management",,,,1970,,
US-WEST-VIRGINIA-UNIVERSITY-D-DAVIS-COLLEGE-OF-AGRICULTURE-AND-NATURAL-RESOURC,US-WEST-VIRGINIA-UNIVERSITY,dean,agriculture,Davis College of Agriculture and Natural Resources,,,,,,
US-REGIS-UNIVERSITY-D-SCHOOL-OF-PHARMACY,US-REGIS-UNIVERSITY,dean,pharmacy,School of Pharmacy,,,,,,
US-STONY-BROOK-UNIVERSITY-D-COLLEGE-OF-BUSINESS,US-STONY-BROOK-UNIVERSITY,dean,business,College of Business,,,,,,
US-TEXAS-A-AND-M-UNIVERSITY-D-TEXAS-A-AND-M-UNIVERSITY-SCHOOL-OF-LAW,US-TEXAS-A-AND-M-UNIVERSITY,dean,law,Texas A&M University School of Law,,,,,,
US-COLORADO-STATE-UNIVERSITY-D-WALTER-SCOTT-JR-COLLEGE-OF-ENGINEERING,US-COLORADO-STATE-UNIVERSITY,dean,engineering,"Walter Scott, Jr. College of Engineering",,,,,,
US-NEW-YORK-UNIVERSITY-D-TANDON-SCHOOL-OF-ENGINEERING,US-NEW-YORK-UNIVERSITY,dean,engineering,Tandon School of Engineering,,,,,,
US-UNIVERSITY-OF-MEMPHIS-D-HERFF-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-MEMPHIS,dean,engineering,Herff College of Engineering,,,,,,
US-UNIVERSITY-OF-TEXAS-ARLINGTON-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-TEXAS-ARLINGTON,dean,engineering,College of Engineering,,,,,,
US-BELLARMINE-UNIVERSITY-D-DONNA-AND-ALLAN-LANSING-SCHOOL-OF-NURSING-AND-CL,US-BELLARMINE-UNIVERSITY,dean,nursing,Donna and Allan Lansing School of Nursing and Clinical Sciences,,,,,,
US-KENT-STATE-UNIVERSITY-D-COLLEGE-OF-NURSING,US-KENT-STATE-UNIVERSITY,dean,nursing,College of Nursing,,,,,,
US-UNIVERSITY-OF-ALABAMA-D-CAPSTONE-COLLEGE-OF-NURSING,US-UNIVERSITY-OF-ALABAMA,dean,nursing,Capstone College of Nursing,,,,,,
US-WALDEN-UNIVERSITY-D-COLLEGE-OF-NURSING,US-WALDEN-UNIVERSITY,dean,nursing,College of Nursing,,,,,,
US-BROWN-UNIVERSITY-D-SCHOOL-OF-PUBLIC-HEALTH,US-BROWN-UNIVERSITY,dean,public_health,School of Public Health,,,,,,
US-INDIANA-UNIVERSITY-INDIANAPOLIS-D-RICHARD-M-FAIRBANKS-SCHOOL-OF-PUBLIC-HEALTH,US-INDIANA-UNIVERSITY-INDIANAPOLIS,dean,public_health,Richard M. Fairbanks School of Public Health,,,,,,
US-HOFSTRA-UNIVERSITY-D-SCHOOL-OF-EDUCATION,US-HOFSTRA-UNIVERSITY,dean,education,School of Education,,,,,,
US-OAKLAND-UNIVERSITY-D-SCHOOL-OF-EDUCATION-AND-HUMAN-SERVICES,US-OAKLAND-UNIVERSITY,dean,education,School of Education and Human Services,,,,1957,,
US-ROWAN-UNIVERSITY-D-COLLEGE-OF-EDUCATION,US-ROWAN-UNIVERSITY,dean,education,College of Education,,,,1923,,
US-UNIVERSITY-OF-NEVADA-RENO-D-COLLEGE-OF-EDUCATION-AND-HUMAN-DEVELOPMENT,US-UNIVERSITY-OF-NEVADA-RENO,dean,education,College of Education and Human Development,,,,,,
US-MISSISSIPPI-STATE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-MISSISSIPPI-STATE-UNIVERSITY,dean,arts_sciences,College of Arts and Sciences,,,,,,
