person_id,full_name,gender,highest_degree,degree_field,doctoral_institution_id,prior_position_title,prior_position_institution_id,prior_dean_experience,prior_president_experience,person_birth_year,first_appearance_year
P09424,Lori Piowlski,f,phd,Educational Administration (higher education),US-UNIVERSITY-OF-NEBRASKA-LINCOLN,Faculty/associate dean within the School of Education,,,,,2024
P09425,Tracy Linderholm,f,phd,Educational Psychology,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,"Associate Dean, College of Education, Georgia Southern University",,,,,2024
P09426,Stephen W. Dittmore,m,phd,Educational Leadership and Organizational Development,US-UNIVERSITY-OF-LOUISVILLE,"Dean, College of Education and Health Sciences, Baldwin Wallace University",,TRUE,,,2024
P09427,Nancy Sileo,f,phd,,,Professor of Early Childhood Special Education; administrator in Academic Affairs,,,,,2024
P09428,Jenifer Jasinski Schneider,f,phd,"Language, Literature and Reading Education",US-OHIO-STATE-UNIVERSITY,"Professor of literacy studies, USF College of Education",,,,,2024
P09429,Marcelle Haddix,f,phd,Education,US-BOSTON-COLLEGE,"Associate Provost for Strategic Initiatives, Syracuse University (and Chair, Reading and Language Arts)",,,,,2024
P09430,Karen Thomas-Brown,f,phd,,,"Associate Dean for Diversity, Equity, and Inclusion, College of Engineering, University of Washington",,,,,2024
P09431,Michael S. Berger,m,phd,Philosophy of Religion,,"Program officer at the AVI CHAI Foundation; professor, day school coach, and former high school headmaster",,,,,2024
P09432,Kenro Kusumi,m,phd,Biology,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,Professor of life sciences and associate vice president/interim dean of natural sciences at ASU,,TRUE,,,2024
P09433,Peter Whiting,m,phd,Geology,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,"Professor of Earth, Environmental and Planetary Sciences",,,,,2024
P09434,Jason Coy,m,phd,history,,"Professor and Chair of History, College of Charleston",,,,,2024
P09435,Seth Pritchard,m,phd,Botany,US-AUBURN-UNIVERSITY,"Professor of Biology, College of Charleston",,,,,2024
P09436,Elissa Braunstein,f,phd,Economics,US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST,"Chair of Economics / Associate Dean for Research and Graduate Programs, CLA",,,,,2024
P09437,Kjerstin Thorson,f,phd,Mass Communication,US-UNIVERSITY-OF-WISCONSIN-MADISON,"Associate Dean for Strategic Initiatives, Michigan State University",,,,,2024
P09438,Jacob Roberts,m,phd,Physics,,"Professor and Chair, Department of Physics, CSU",,,,,2024
P09439,Peter John Loewen,m,phd,Universite de Montreal,,"Professor and director, Munk School of Global Affairs and Public Policy, University of Toronto",,,,,2024
P09440,John Carey,m,phd,Political Science,US-UNIVERSITY-OF-CALIFORNIA-SAN-DIEGO,"John Wentworth Professor in the Social Sciences, Dartmouth",,,,,2024
P09441,Cody W. Edwards,m,phd,Zoology,US-TEXAS-TECH-UNIVERSITY,Biology professor and senior associate dean at George Mason,,,,,2024
P09442,Andrew Sobanet,m,phd,French,US-UNIVERSITY-OF-PENNSYLVANIA,"Professor of French, Georgetown",,,,,2024
P09443,Richard Utz,m,phd,English and German Literary Studies and Linguistics,,"Senior associate dean and professor, Ivan Allen College",,,,,2024
P09444,Benjamin C. Withers,m,phd,Art History,US-UNIVERSITY-OF-CHICAGO,"Dean, College of Liberal Arts, Colorado State University",,TRUE,,,2024
P09445,Robb T. Brumfield,m,phd,Zoology,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,"Roy Paul Daniels Professor of Biological Sciences; Curator, LSU Museum of Natural Science",,,,,2024
P09446,Renee Baernstein,f,phd,History,US-HARVARD-UNIVERSITY,"Senior Associate Dean, College of Arts and Science; Professor of History",,,,,2024
P09447,Yen-Hwei Lin,f,phd,Linguistics,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Professor of Linguistics, MSU",,,,,2024
P09448,Eric L. Hegg,m,phd,Chemistry/Biochemistry,,"Associate Dean for Budget, Planning, Research and Administration, College of Natural Science, MSU",,,,,2024
P09449,Sheila Whitley,f,phd,Curriculum and Instruction,US-UNIVERSITY-OF-NORTH-CAROLINA-GREENSBORO,"Associate Dean / faculty, CAHSS, N.C. A&T",,,,,2024
P09450,Kellee Tsai,f,phd,Political Science,,"Dean of Humanities and Social Science, Hong Kong University of Science and Technology",,TRUE,,,2024
P09451,Melinda Cro,f,phd,Romance Languages,,"Professor of French and academic administrator, Kansas State University",,,,,2024
P09452,Philip J. Williams,m,phd,Politics,,"Dean, College of Liberal Arts, California Polytechnic State University (Cal Poly, San Luis Obispo)",,TRUE,,,2024
P09453,Mary Beth Williams,f,phd,chemistry,,"Professor of Chemistry and Senior Associate Dean for Science Education, Eberly College of Science",,,,,2024
P09454,William Gibbons,m,phd,Musicology,,"Professor and administrator (musicologist), previously Texas Christian University",,,,,2024
P09455,Nathan Balke,m,phd,Economics,US-NORTHWESTERN-UNIVERSITY,"Dedman Family Distinguished Professor of Economics, SMU",,,,,2024
P09456,David Wrobel,m,phd,American Intellectual History,US-OHIO-UNIVERSITY,"Dean of the Dodge Family College of Arts and Sciences, University of Oklahoma",,TRUE,,,2024
P09457,Barbara M. Brizuela,f,phd,Education,,"Professor of Education; Dean of Academic Affairs and former Dean of the Graduate School of Arts and Sciences, Tufts",,TRUE,,,2024
P09458,Hridesh Rajan,m,phd,Computer Science,US-UNIVERSITY-OF-VIRGINIA,"Professor and chair of computer science, Iowa State University",,,,,2024
P09459,Brian E. Raines,m,phd,Mathematics,,"Professor and chair of mathematics, Baylor University",,,,,2024
P09460,Daryl Joji Maeda,m,phd,American Culture,US-UNIVERSITY-OF-MICHIGAN,Dean of undergraduate education and vice provost; professor of ethnic studies/Asian American studies,,TRUE,,,2024
P09461,Ofer Harel,m,phd,Statistics,US-PENNSYLVANIA-STATE-UNIVERSITY,Interim dean of CLAS; associate dean for research and graduate affairs; professor of statistics,,TRUE,,,2024
P09462,Mary Watt,f,phd,Italian Studies,,"Associate dean; professor of Italian, CLAS",,,,,2024
P09463,Philip Williams,m,phd,Chemistry,US-UNIVERSITY-OF-HAWAII-MANOA,"Professor of Chemistry / administrator, UH Manoa",,,,,2024
P09464,Maria del Guadalupe (Lupe) Davidson,f,phd,Rhetoric,US-DUQUESNE-UNIVERSITY,"Associate Dean for Social Justice, Faculty Development, and Innovation, West Virginia University",,,,,2024
P09465,GerShun Avilez,m,phd,English,US-UNIVERSITY-OF-PENNSYLVANIA,"Associate Dean for Academic Affairs and Professor of English, University of Maryland",,,,,2024
P09466,Randall Hewes,m,phd,,US-UNIVERSITY-OF-WASHINGTON,Professor of Biology; associate dean,,,,,2024
P09467,Moh El-Naggar,m,phd,,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,Divisional dean for physical sciences and mathematics at USC Dornsife,,TRUE,,,2024
P09468,Adam J. Woods,m,phd,Psychology/Neuroscience,US-GEORGE-WASHINGTON-UNIVERSITY,"Cognitive neuroscientist and administrator, University of Florida",,,,,2024
P09469,John Frederick,m,phd,Chemistry,US-HARVARD-UNIVERSITY,Chemistry; former UTSA provost,,,,,2024
P09470,Wanda S. Pillow,f,phd,Educational Policy and Gender Studies,US-OHIO-STATE-UNIVERSITY,"Professor of Gender Studies; Associate Dean for Academic Affairs, College of Humanities",,,,,2024
P09471,Courtney Meehan,f,phd,Anthropology,US-WASHINGTON-STATE-UNIVERSITY,"Professor of Anthropology, WSU",,,,,2024
P09472,Kate Murphy,unknown,,,,Unknown,US-OREGON-STATE-UNIVERSITY,,,,2024
P09473,Blaine Greteman,unknown,,,,"Professor and Chair, Department of English",US-UNIVERSITY-OF-IOWA,,,,2024
P09474,Erica Chito Childs,unknown,,,,"Senior Associate Dean; Professor and Chair, Sociology",US-HUNTER-COLLEGE,,,,2024
P09475,Richard Fox,unknown,,,,"Professor of Political Science; Director, International Relations Program; Associate Dean, BCLA",US-LOYOLA-MARYMOUNT-UNIVERSITY,,,,2024
P09476,Anne F. Hogan,f,phd,and MA,US-BROWN-UNIVERSITY,"Dean, College of Communication and Fine Arts",US-UNIVERSITY-OF-MEMPHIS,TRUE,,,2024
P09477,Peter Jutras,m,phd,Music Education,,"Director, Hugh Hodgson School of Music",US-UNIVERSITY-OF-GEORGIA,,,,2024
P09478,Jake Pinholster,m,,,,"Executive Dean for Enterprise Design, Herberger Institute for Design and the Arts",US-ARIZONA-STATE-UNIVERSITY,TRUE,,,2024
P09479,Andrea Miller,f,phd,,US-UNIVERSITY-OF-MISSOURI,"Dean, Mayborn School of Journalism",,TRUE,,,2024
P09480,Anita Vangelisti,f,,Communication,,"Senior Associate Dean for Faculty Affairs and Graduate Education, Moody College",US-UNIVERSITY-OF-TEXAS-AUSTIN,,,,2024
P09481,Melissa Rose,f,phd,Collaborative Piano,,Senior Associate Dean of Academic Affairs and Professor of Piano,US-VANDERBILT-UNIVERSITY,,,,2024
P09482,Kevin Sanders,m,,,,,,,,,2024
P09483,Alison Baski,f,phd,Applied Physics,US-STANFORD-UNIVERSITY,"Dean, College of Science, Cal Poly Pomona (previously interim dean, College of Engineering, 2020-2023)",,TRUE,,,2024
P09484,Matt Holt,m,phd,Agricultural Economics,US-UNIVERSITY-OF-MISSOURI,"Head, Department of Agricultural and Applied Economics, Virginia Tech (seven years); led the Virginia Tech Advantage initiative",,,,,2024
P09485,Carolyn Lawrence-Dill,f,phd,Botany,US-UNIVERSITY-OF-GEORGIA,"Associate dean for research and discovery and associate director of the Iowa Agriculture and Home Economics Experiment Station, Iowa State University",,,,,2024
P09486,Derald A. Harp,m,phd,Horticulture,US-TEXAS-A-AND-M-UNIVERSITY,"Regents Professor of Horticulture, Texas A&M University-Commerce",,,,,2024
P09487,Matthew Daum,m,phd,M.S,US-MICHIGAN-STATE-UNIVERSITY,"Director of the MSU School of Packaging and assistant dean for corporate relations and strategy, College of Agriculture and Natural Resources, Michigan State University",,,,,2024
P09488,Troy L. Ott,m,phd,Reproductive Physiology,US-UNIVERSITY-OF-FLORIDA,"Associate dean for research and graduate education, Penn State College of Agricultural Sciences; professor of reproductive physiology",,,,,2024
P09489,Jeff Edwards,m,phd,Crop Science,US-UNIVERSITY-OF-ARKANSAS,"Professor and Head, Department of Crop, Soil and Environmental Sciences, University of Arkansas (2022-2024)",,,,,2024
P09490,Martin D. Heintzelman,m,phd,Economics,US-UNIVERSITY-OF-MICHIGAN,"Deputy Dean / faculty, College of Agriculture and Natural Resources, University of Delaware",,,,,2024
P09491,Brian E. Farkas,m,phd,Engineering,US-UNIVERSITY-OF-CALIFORNIA-DAVIS,"Professor and food science industry/academic leader, Purdue University (Department of Food Science)",,,,,2024
P09492,Nate Nibbelink,m,phd,Zoology and Physiology,,"Associate Dean for Research and professor, UGA Warnell School of Forestry and Natural Resources",,,,,2024
P09493,J. Todd Petty,m,phd,Forest Resources,US-UNIVERSITY-OF-GEORGIA,"Chair of the Department of Forestry and Environmental Conservation, Clemson University",,,,,2024
P09494,Parwinder Grewal,m,phd,Zoology,,"Inaugural President, Vermont State University (concurrently President of Castleton University, Northern Vermont University and Vermont Technical College)",,,,,2024
P09495,Mario Ferruzzi,m,phd,Food Science and Nutrition,US-OHIO-STATE-UNIVERSITY,"Professor and section chief, Department of Pediatrics, University of Arkansas for Medical Sciences, and director of the USDA Agricultural Research Service-funded Arkansas Children's Nutrition Center; previously David H. Murdock Distinguished Professor at North Carolina State University and professor at Purdue University",,,,,2024
P09496,Erik Maki,m,phd,,,Professor of Pharmacy and long-time Drake faculty member,,,,,2024
P09497,Chuck Phillips,m,phd,,US-UNIVERSITY-OF-OKLAHOMA-HEALTH-SCIENCES-CENTER,Professor of pharmacy administration and associate dean,,,,,2024
P09498,Thomas G. Wadsworth,m,phd,,,Executive Associate Dean; Assistant Dean for Alaska Programs,,,,,2024
P09499,Pamela Moye,f,phd,,,"Chair, Department of Pharmacy Practice, Mercer College of Pharmacy",,,,,2024
P09500,Timothy M. Smith,m,phd,,,"Associate Professor, South College School of Pharmacy",,,,,2024
P09501,S. Suresh Madhavan,m,phd,Pharmacy Administration,US-PURDUE-UNIVERSITY,"Dean, University of North Texas Health Science Center (UNTHSC) System College of Pharmacy",,TRUE,,,2024
P09502,Kim M. Jones,f,phd,,,"Assistant Dean for Student Services and Professor of Pharmacy Practice, Union University (since 2019)",,,,,2024
P09503,Jill M. Kolesar,f,phd,,,"Professor and Department Chair, University of Kentucky College of Pharmacy",,,,,2024
P09504,Barbara N. Timmermann,f,phd,Botany (Phytochemistry),US-UNIVERSITY-OF-TEXAS-AUSTIN,"University Distinguished Professor and Chair, Department of Medicinal Chemistry",,,,,2024
P09505,Amy Pittenger,f,phd,Curriculum and Instruction (Learning Technologies),US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,,,,,,2024
P09506,Melissa S. Medina,f,phd,Education,,"Interim Dean and Associate Dean, OU College of Pharmacy",,TRUE,,,2024
P09507,Kerry LaPlante,f,phd,,,Department Chair and Professor of Pharmacy,,,,,2024
P09508,David Weldon,m,phd,Pharmaceutical Sciences,,"Pharmacy faculty, WCU Tradition campus (since Jan 2017)",,,,,2024
P09509,Heidi Banse,f,phd,,,"Associate Dean for Education Strategy, School of Veterinary Medicine",US-LOUISIANA-STATE-UNIVERSITY,TRUE,,,2024
P09510,Kimberly Dodd,f,phd,,,"Director, MSU Veterinary Diagnostic Laboratory (previously director of the USDA Foreign Animal Disease Diagnostic Laboratory, Plum Island)",US-MICHIGAN-STATE-UNIVERSITY,,,,2024
P09511,Jerry W. Ritchey,m,phd,,,Professor of veterinary pathobiology and Associate Dean for Academic and Student Affairs,,TRUE,,,2024
P09512,Kathy Salisbury,f,phd,,,Associate Dean for Academic Affairs and Professor of Small Animal Surgery,,TRUE,,,2024
P09513,Bret D. Marsh,m,phd,,,Indiana State Veterinarian and head of the Indiana State Board of Animal Health,,,,,2024
P09514,Srinand Sreevatsan,m,phd,,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,Associate Dean for Research and Graduate Studies; Professor and Chair of Pathobiology and Diagnostic Investigation,,TRUE,,,2024
P09515,Robert (Bob) DeNovo,m,phd,,,Professor emeritus; previously associate dean of administration and clinical programs (retired),,TRUE,,,2024
P09516,Paul J. Plummer,m,phd,,,Associate Dean of Research and Graduate Studies and Anderson Endowed Chair in Veterinary Sciences,,TRUE,,,2024
P09517,Jonathan Levine,m,phd,,,"Professor of veterinary neurology and head, Department of Small Animal Clinical Sciences",,,,,2024
P09518,Haley F. Oliver-Jischke,f,phd,,,Interim Vice Provost for Graduate Students and Postdoctoral Scholars,US-PURDUE-UNIVERSITY,,,,2024
P09519,Carl Frick,m,phd,,,Department Head of Mechanical Engineering,,,,,2024
P09520,Angi Elsea Bourgeois,f,phd,,,"Dean, College of Architecture, Art and Design (held concurrently)",US-MISSISSIPPI-STATE-UNIVERSITY,,,,2024
P09521,Melanie Morgan,f,phd,,,Professor and Associate Dean of the Graduate School,US-PURDUE-UNIVERSITY,,,,2024
P09522,Renee M. Tobin,f,phd,,,"Chair, Department of Psychological Studies in Education, College of Education and Human Development",US-TEMPLE-UNIVERSITY,,,,2024
P09523,John Weishampel,m,phd,,US-UNIVERSITY-OF-VIRGINIA,"Senior Associate Dean, College of Graduate Studies (interim dean from July 2024)",US-UNIVERSITY-OF-CENTRAL-FLORIDA,,,,2024
P09524,David Eddington,m,phd,,,"Director of Graduate Studies, Department of Biomedical Engineering (2011-2021)",US-UNIVERSITY-OF-ILLINOIS-CHICAGO,,,,2024
P09525,Jaymi Lee Smith,f,,,,Administrator within UCI Graduate Division,,,,,2024
P09526,Georgia Perakis,f,phd,Applied Mathematics,US-BROWN-UNIVERSITY,Associate Dean,,,,,2024
P09527,Alina Chircu,f,phd,Management Information Systems,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,Interim Dean; Professor of Computer Information Systems,,TRUE,,,2024
P09528,Jennifer Mueller-Phillips,f,phd,Accounting,US-VIRGINIA-TECH,Associate Dean for Academic Affairs and Director of the School of Accountancy,,TRUE,,,2024
P09529,Craig Crossland,m,phd,Business Administration,,"Senior Associate Dean for Academic Programs, Professor of Management",,,,,2024
P09530,David Souder,m,phd,Strategic Management and Organization,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,Senior Associate Dean for Faculty and Research,,TRUE,,,2024
P09531,J.P. Eggers,m,phd,management,US-UNIVERSITY-OF-PENNSYLVANIA,Vice Dean for MBA and Graduate Programs (also Catherine and Peter Kellner Professor of Entrepreneurship),,TRUE,,,2024
P09532,Joseph R. Huscroft Jr.,m,phd,Management,US-AUBURN-UNIVERSITY,"Chair, Department of Marketing and Supply Chain Management",,,,,2024
P09533,Trevor Brown,m,phd,Public Policy and Political Science,US-INDIANA-UNIVERSITY-BLOOMINGTON,Dean,,,,,2024
P09534,Paul Pavlou,m,phd,Information Systems,,Dean,,TRUE,,,2024
P09535,Laku Chidambaram,m,phd,Unknown,,Senior Associate Dean,,TRUE,,,2024
P09536,Kurt Dirks,m,phd,,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,"Bank of America Professor of Leadership; Senior Associate Dean, Interim Dean",,,,,2024
P09537,Mary Frances Luce,f,phd,Business Administration,,Senior Associate Dean of the Faculty,,,,,2024
P09538,Peter DeMarzo,m,phd,Economics,US-STANFORD-UNIVERSITY,John G. McDonald Professor of Finance; former Senior Associate Dean,,,,,2024
P09539,Jennifer Chatman,f,phd,Unknown,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,Professor/Assoc Dean,,TRUE,,,2024
P09540,Gert-Jan (GJ) de Vreede,m,phd,information systems and M.S.,,Interim Dean and Professor of Information Systems,,TRUE,,,2024
P09541,Jeremiah Shinn,m,phd,Educational Leadership,US-EASTERN-MICHIGAN-UNIVERSITY,"VP for Student Affairs, Boise State",,,,,2025
P09542,Claire Shipman,f,phd,,,"Co-chair, Columbia Board of Trustees; journalist",,,,,2025
P09543,Jeanette M. Nuñez,f,phd,,,Lieutenant Governor of Florida,,,,,2025
P09544,Wade Rousse,m,phd,Economics,US-UNIVERSITY-OF-ILLINOIS-CHICAGO,"Chancellor, LSU Alexandria",,,,,2025
P09545,Brock Tessman,m,phd,Political Science,US-UNIVERSITY-OF-COLORADO-BOULDER,"Chancellor, Northern Michigan University",,,,,2025
P09546,Kevin Howell,m,phd,,,"Chief external affairs officer, UNC System (NC State alumnus)",,,,,2025
P09547,Jim Hess,m,phd,Education Administration,,Career Oklahoma higher-education administrator,,,,,2025
P09548,Tommy Williams,m,phd,,,"Vice Chancellor for Governmental Relations, Texas A&M System",,,,,2025
P09549,Kenneth T. Christensen,m,phd,,,Provost/academic leader,,,,,2025
P09550,Donald Landry,m,phd,Organic Chemistry,US-HARVARD-UNIVERSITY,UF administrator/faculty,,,,,2025
P09551,Vassilis L. Syrmos,m,phd,Electrical Engineering,US-GEORGIA-INSTITUTE-OF-TECHNOLOGY,UH System VP for Research and Innovation,,,,,2025
P09552,Charles L. Isbell Jr.,m,phd,Computer Science,,"Provost, University of Wisconsin-Madison",,,,,2025
P09553,Beong-Soo Kim,m,phd,,,"Senior VP and General Counsel, USC",,,,,2025
P09554,Jim Davis,m,phd,,,"Senior VP and Chief Operating Officer, UT Austin",,,,,2025
P09555,Prabhas V. Moghe,m,phd,Chemical Engineering (Bioengineering),US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,"Executive VP for Academic Affairs, Rutgers University",,,,,2025
P09556,Jennifer Wagner Davis,f,phd,,,UVA Chief Operating Officer,,,,,2025
P09557,Alan L. Smith,m,phd,Exercise and Movement Science,US-UNIVERSITY-OF-OREGON,"Provost, Utah State University",,,,,2025
P09558,Brad L. Mortensen,m,phd,Educational Leadership and Policy,US-UNIVERSITY-OF-UTAH,"President, Weber State University",,,,,2025
P09559,Elizabeth Cantwell,f,phd,Mechanical Engineering,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,"President, Utah State University",,,,,2025
P09560,Iris S. Levine,f,phd,,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,Interim Provost and Vice President for Academic Affairs (last active post before her 2022 retirement),,TRUE,,,2025
P09561,Andrew Jones,m,phd,,,Executive Vice Chancellor and General Counsel,,TRUE,,,2025
P09562,Michelle Bligh,f,phd,,,Executive Vice President and Provost,,TRUE,,,2025
P09563,Michelle B. Larson,f,phd,,US-MONTANA-STATE-UNIVERSITY,President and CEO,,TRUE,,,2025
P09564,Marva Johnson,f,phd,,,"Group Vice President, State Government Affairs",,TRUE,,,2025
P09565,Eric J. Nestler,m,phd,,,Dean for Academic Affairs and Chief Scientific Officer of the Mount Sinai Health System,,TRUE,,,2025
P09566,Denise Jones Gregory,f,phd,,,Provost and Vice President for Academic Affairs,,TRUE,,,2025
P09567,James C. Schmidt,m,phd,,,Chancellor,,TRUE,,,2025
P09568,Thomas Poon,m,phd,organic chemistry,,Executive Vice President and Provost,,TRUE,,,2025
P09569,"Shereef Elnahal, M.D., M.B.A.",m,phd,,,Under Secretary for Health,,,,,2025
P09570,Sandra Minor Bulmer,f,phd,,US-TEXAS-WOMANS-UNIVERSITY,Dean of the College of Health and Human Services,,TRUE,,,2025
P09571,Mike Sfraga,m,phd,,,U.S. Ambassador-at-Large for Arctic Affairs,,,,,2025
P09572,C. Lowry Barnes,m,phd,,,Professor and Chair of the Department of Orthopaedic Surgery,US-UNIVERSITY-OF-ARKANSAS-FOR-MEDICAL-SCIENCES,,,,2025
P09573,Gabriella Scarlatta,f,phd,,,Provost and Executive Vice Chancellor for Academic Affairs,US-UNIVERSITY-OF-MICHIGAN-DEARBORN,TRUE,,,2025
P09574,Rick Dickson,m,phd,,,Vice President and Director of Athletics,,TRUE,,,2025
P09575,Manny Diaz Jr.,m,phd,,,Florida Commissioner of Education,,,,,2025
P09576,Russ Kavalhuna,m,phd,,,President,,TRUE,,,2025
P09577,Christopher Storm Jr.,m,phd,,,Provost and Executive Vice President,,TRUE,,,2025
P09578,Jody Fournier,m,phd,,US-OHIO-STATE-UNIVERSITY,Provost and Vice President,,TRUE,,,2025
P09579,James E. Shadid,m,phd,,,"U.S. District Judge, Central District of Illinois",,,,,2025
P09580,Lisa Lambert,f,phd,,,Provost and VP for Academic Affairs,US-CHATHAM-UNIVERSITY,,,,2025
P09581,Suzanne Walsh,f,phd,,,President,,TRUE,,,2025
P09582,Yvonne Zimmerman,f,phd,,,Vice President for Academic Affairs,US-CLARKE-UNIVERSITY,TRUE,,,2025
P09583,John L. Bennett,m,phd,,,Professor of Business and Behavioral Science; Wayland H. Cato Jr. Chair of Leadership,,,,,2025
P09584,Nate Evans,m,phd,,,Vice President for Advancement,US-GARDNER-WEBB-UNIVERSITY,TRUE,,,2025
P09585,Todd Telemeco,m,phd,,,"Vice President and Dean, Murphy Deming College of Health Sciences",US-MARY-BALDWIN-UNIVERSITY,TRUE,,,2025
P09586,Dan Shipp,m,phd,,,President,,TRUE,,,2025
P09587,Jon Harbor,m,phd,,,Senior Advisor to the Purdue University Provost,US-PURDUE-UNIVERSITY,,,,2025
P09588,"D. Scott Hendrickson, S.J.",m,phd,,,Associate Provost,,,,,2025
P09589,James (Jim) Burkee,m,phd,,,President,,TRUE,,,2025
P09590,Robert Dooley,m,phd,,,"Dean, Gary W. Rollins College of Business",US-UNIVERSITY-OF-TENNESSEE-CHATTANOOGA,TRUE,,,2025
P09591,Lori Mann Bruce,f,phd,,,Provost and Vice President for Academic Affairs,US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,TRUE,,,2025
P09592,David W. Pao,m,phd,,,"Dean/Professor, Trinity Evangelical Divinity School (TEDS)",,TRUE,,,2025
P09593,Carrie L. Castille,f,phd,,,"Senior Vice Chancellor and Senior Vice President, University of Tennessee Institute of Agriculture (previously Director, USDA National Institute of Food and Agriculture, and Louisiana USDA State Director for Rural Development)",,TRUE,,,2025
P09594,"Ryan C. Hendrickson, Ph.D.",m,phd,,,Provost and Vice President for Academic Affairs,,TRUE,,,2025
P09595,Fr. Dempsey Rosales Acosta,m,phd,,,"Director, Center Semillero",US-UNIVERSITY-OF-ST-THOMAS-HOUSTON,,,,2025
P09596,Sinda K. Vanderpool,f,phd,,US-PRINCETON-UNIVERSITY,President and Vice Chancellor,,TRUE,,,2025
P09597,Quentin Young,m,phd,,,Executive Vice President for Finance and Chief Financial Officer,US-UNIVERSITY-OF-THE-CUMBERLANDS,TRUE,,,2025
P09598,"Christopher ""Mike"" Johnson",m,phd,,US-UNIVERSITY-OF-HOUSTON,Chief of Staff,,,,,2025
P09599,Manohar Singh,m,phd,,,Interim President,,TRUE,,,2025
P09600,Michael B. Alexander,m,phd,,,"President (2007-2023), then Judith McLaughlin President-in-Residence",,TRUE,,,2025
P09601,Zeynep K. Hansen,f,phd,Economics,US-UNIVERSITY-OF-ARIZONA,"Vice Provost for Academic Planning and Institutional Effectiveness, Boise State University (since 2019)",,,,,2025
P09602,Michael Ibba,m,phd,Biochemistry,,"Dean of the Schmid College of Science and Technology, Chapman University (2020-2025)",,TRUE,,,2025
P09603,Stefanie Tompkins,f,phd,Geology,US-BROWN-UNIVERSITY,Director of the U.S. Defense Advanced Research Projects Agency (DARPA),,,,,2025
P09604,Kavita Bala,f,phd,,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,"Inaugural Dean, Cornell Ann S. Bowers College of Computing and Information Science",,TRUE,,,2025
P09605,Lanny S. Liebeskind,m,phd,Chemistry,US-UNIVERSITY-OF-ROCHESTER,"Senior Vice Provost for Academic Affairs, Emory University",,,,,2025
P09606,Badia Ahad,f,phd,,US-UNIVERSITY-OF-NOTRE-DAME,"Dean, Oxford College of Emory University",,TRUE,,,2025
P09607,Karie Davis-Nozemack,f,phd,,,"Associate Provost and Executive Chief of Staff, Office of the Provost, Georgia Institute of Technology",,,,,2025
P09608,Raheem Beyah,m,phd,Electrical and Computer Engineering,US-GEORGIA-INSTITUTE-OF-TECHNOLOGY,"Dean of the College of Engineering and Southern Company Chair, Georgia Institute of Technology",,TRUE,,,2025
P09609,Chris Makaroff,m,phd,,US-PURDUE-UNIVERSITY,,,,,,2025
P09610,John Harris,m,phd,Computation and Neural Systems,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,"Dean of the College of Engineering and Science, Florida Institute of Technology",,TRUE,,,2025
P09611,Catherine Edmonds,f,phd,Educational Leadership,,"Former Interim Chancellor, Elizabeth City State University",,,,,2025
P09612,Belinda Batten,f,phd,Mathematical Sciences,US-CLEMSON-UNIVERSITY,,,,,,2025
P09613,Jason Geary,m,phd,Musicology,US-YALE-UNIVERSITY,"Dean of the Mason Gross School of the Arts and Senior Vice Provost for Academic Initiatives, Rutgers University–New Brunswick",,TRUE,,,2025
P09614,Lesley Williams Reid,f,phd,Sociology,US-TULANE-UNIVERSITY,"Senior Associate Provost for Academic and Administrative Affairs, University of Alabama",,,,,2025
P09615,Dana Mastro,f,phd,Communication,US-MICHIGAN-STATE-UNIVERSITY,"Vice Provost for Academic Affairs (formerly Associate Vice Chancellor for Academic Personnel), UC Santa Barbara",,,,,2025
P09616,John Weidner,m,phd,Chemical Engineering,US-NORTH-CAROLINA-STATE-UNIVERSITY,"Dean, College of Engineering and Applied Science, University of Cincinnati (from 2019) and Chair of UC's Council of Deans",,TRUE,,,2025
P09617,Karen A. Marrongelle,f,phd,Mathematics Education,US-UNIVERSITY-OF-NEW-HAMPSHIRE,"Chief Science Officer (and Chief Operating Officer), U.S. National Science Foundation",,,,,2025
P09618,S. Pamir Alpay,m,phd,Materials Science And Engineering,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,"Vice President for Research, Innovation and Entrepreneurship, University of Connecticut",,,,,2025
P09619,William B. Farquhar,m,phd,Physiology/Kinesiology,,"Deputy Provost for Academic Affairs, University of Delaware",,,,,2025
